comp0_g1_i1	isogroup0
comp13251_g1_i3	isogroup13251
comp13251_g1_i4	isogroup13251
comp13252_g1_i1	isogroup13252
comp13252_g1_i2	isogroup13252
comp13252_g1_i3	isogroup13252
comp13252_g1_i4	isogroup13252
comp13252_g1_i5	isogroup13252
comp13252_g1_i6	isogroup13252
comp13252_g1_i7	isogroup13252
comp13252_g1_i8	isogroup13252
comp13253_g1_i1	isogroup13253
comp13254_g1_i1	isogroup13254
comp13254_g1_i2	isogroup13254
comp13254_g1_i3	isogroup13254
comp13255_g1_i1	isogroup13255
comp13255_g1_i2	isogroup13255
comp13255_g1_i3	isogroup13255
comp13256_g1_i1	isogroup13256
comp13256_g1_i2	isogroup13256
comp13256_g1_i3	isogroup13256
comp13256_g1_i4	isogroup13256
comp13256_g1_i5	isogroup13256
comp13256_g2_i1	isogroup13256
comp13257_g1_i1	isogroup13257
comp13257_g2_i1	isogroup13257
comp13257_g2_i2	isogroup13257
comp13258_g1_i1	isogroup13258
comp13258_g1_i2	isogroup13258
comp13258_g1_i3	isogroup13258
comp13258_g1_i4	isogroup13258
comp13258_g1_i5	isogroup13258
comp13258_g1_i6	isogroup13258
comp13258_g1_i7	isogroup13258
comp13259_g1_i1	isogroup13259
comp13259_g2_i1	isogroup13259
comp13259_g1_i2	isogroup13259
comp13261_g1_i1	isogroup13261
comp13261_g1_i2	isogroup13261
comp13262_g1_i1	isogroup13262
comp13262_g1_i2	isogroup13262
comp13262_g1_i3	isogroup13262
comp13262_g1_i4	isogroup13262
comp13262_g1_i5	isogroup13262
comp13263_g1_i1	isogroup13263
comp13263_g1_i2	isogroup13263
comp13264_g1_i1	isogroup13264
comp13264_g1_i2	isogroup13264
comp13265_g1_i1	isogroup13265
comp13265_g1_i2	isogroup13265
comp13265_g2_i1	isogroup13265
comp13265_g1_i3	isogroup13265
comp13266_g1_i1	isogroup13266
comp13266_g2_i1	isogroup13266
comp13266_g2_i2	isogroup13266
comp13267_g1_i1	isogroup13267
comp13267_g1_i2	isogroup13267
comp13267_g1_i3	isogroup13267
comp13268_g1_i1	isogroup13268
comp13268_g1_i2	isogroup13268
comp13268_g1_i3	isogroup13268
comp13268_g1_i4	isogroup13268
comp13268_g1_i5	isogroup13268
comp13268_g1_i6	isogroup13268
comp13268_g1_i7	isogroup13268
comp13268_g1_i8	isogroup13268
comp13269_g1_i1	isogroup13269
comp13270_g1_i1	isogroup13270
comp13270_g1_i2	isogroup13270
comp13271_g1_i1	isogroup13271
comp13271_g2_i1	isogroup13271
comp13273_g1_i1	isogroup13273
comp13274_g1_i1	isogroup13274
comp13275_g1_i1	isogroup13275
comp13275_g1_i2	isogroup13275
comp13275_g1_i3	isogroup13275
comp13276_g1_i1	isogroup13276
comp13277_g1_i1	isogroup13277
comp13278_g1_i1	isogroup13278
comp13278_g1_i2	isogroup13278
comp13278_g1_i3	isogroup13278
comp13278_g1_i4	isogroup13278
comp13278_g1_i5	isogroup13278
comp13280_g1_i1	isogroup13280
comp13280_g1_i2	isogroup13280
comp13280_g1_i3	isogroup13280
comp13280_g1_i4	isogroup13280
comp13280_g1_i5	isogroup13280
comp13281_g1_i1	isogroup13281
comp13281_g2_i1	isogroup13281
comp13282_g1_i1	isogroup13282
comp13282_g1_i2	isogroup13282
comp13282_g1_i3	isogroup13282
comp13282_g1_i4	isogroup13282
comp13282_g1_i5	isogroup13282
comp13282_g1_i6	isogroup13282
comp13282_g2_i1	isogroup13282
comp13283_g1_i1	isogroup13283
comp13283_g1_i2	isogroup13283
comp13285_g1_i1	isogroup13285
comp13285_g2_i1	isogroup13285
comp13286_g1_i1	isogroup13286
comp13286_g2_i1	isogroup13286
comp13286_g1_i2	isogroup13286
comp13287_g1_i1	isogroup13287
comp13287_g1_i2	isogroup13287
comp13287_g1_i3	isogroup13287
comp13287_g1_i4	isogroup13287
comp13288_g1_i1	isogroup13288
comp13288_g1_i2	isogroup13288
comp13289_g1_i1	isogroup13289
comp13289_g2_i1	isogroup13289
comp13289_g1_i2	isogroup13289
comp13289_g1_i3	isogroup13289
comp13290_g1_i1	isogroup13290
comp13290_g2_i1	isogroup13290
comp13290_g3_i1	isogroup13290
comp13291_g1_i1	isogroup13291
comp13291_g1_i2	isogroup13291
comp13292_g1_i1	isogroup13292
comp13292_g2_i1	isogroup13292
comp13292_g3_i1	isogroup13292
comp13292_g1_i2	isogroup13292
comp13293_g1_i1	isogroup13293
comp13293_g1_i2	isogroup13293
comp13293_g1_i3	isogroup13293
comp13295_g1_i1	isogroup13295
comp13295_g1_i2	isogroup13295
comp13295_g1_i3	isogroup13295
comp13295_g1_i4	isogroup13295
comp13295_g1_i5	isogroup13295
comp13295_g1_i6	isogroup13295
comp13295_g1_i7	isogroup13295
comp13296_g1_i1	isogroup13296
comp13296_g2_i1	isogroup13296
comp13296_g3_i1	isogroup13296
comp13297_g1_i1	isogroup13297
comp13298_g1_i1	isogroup13298
comp13298_g1_i2	isogroup13298
comp13298_g1_i3	isogroup13298
comp13298_g1_i4	isogroup13298
comp13298_g1_i5	isogroup13298
comp13298_g1_i6	isogroup13298
comp13298_g1_i7	isogroup13298
comp13299_g1_i1	isogroup13299
comp13299_g2_i1	isogroup13299
comp13299_g1_i2	isogroup13299
comp13300_g1_i1	isogroup13300
comp13300_g1_i2	isogroup13300
comp13300_g1_i3	isogroup13300
comp13301_g1_i1	isogroup13301
comp13301_g1_i2	isogroup13301
comp13301_g1_i3	isogroup13301
comp13301_g1_i4	isogroup13301
comp13301_g1_i5	isogroup13301
comp13301_g1_i6	isogroup13301
comp13301_g1_i7	isogroup13301
comp13301_g1_i8	isogroup13301
comp13301_g1_i9	isogroup13301
comp13302_g1_i1	isogroup13302
comp13302_g2_i1	isogroup13302
comp13302_g3_i1	isogroup13302
comp13303_g1_i1	isogroup13303
comp13303_g1_i2	isogroup13303
comp13303_g1_i3	isogroup13303
comp13303_g2_i1	isogroup13303
comp13304_g1_i1	isogroup13304
comp13304_g1_i2	isogroup13304
comp13304_g1_i3	isogroup13304
comp13304_g1_i4	isogroup13304
comp13304_g1_i5	isogroup13304
comp13304_g1_i6	isogroup13304
comp13304_g1_i7	isogroup13304
comp13305_g1_i1	isogroup13305
comp13305_g1_i2	isogroup13305
comp13305_g1_i3	isogroup13305
comp13305_g1_i4	isogroup13305
comp13305_g1_i5	isogroup13305
comp13305_g1_i6	isogroup13305
comp13305_g1_i7	isogroup13305
comp13306_g1_i1	isogroup13306
comp13306_g1_i2	isogroup13306
comp13306_g1_i3	isogroup13306
comp13306_g1_i4	isogroup13306
comp13306_g1_i5	isogroup13306
comp13306_g1_i6	isogroup13306
comp13307_g1_i1	isogroup13307
comp13307_g1_i2	isogroup13307
comp13308_g1_i1	isogroup13308
comp13308_g1_i2	isogroup13308
comp13308_g2_i1	isogroup13308
comp13308_g1_i3	isogroup13308
comp13308_g1_i4	isogroup13308
comp13308_g2_i2	isogroup13308
comp13308_g1_i5	isogroup13308
comp13308_g1_i6	isogroup13308
comp13308_g2_i3	isogroup13308
comp13308_g3_i1	isogroup13308
comp13309_g1_i1	isogroup13309
comp13309_g1_i2	isogroup13309
comp13309_g2_i1	isogroup13309
comp13310_g1_i1	isogroup13310
comp13310_g1_i2	isogroup13310
comp13310_g1_i3	isogroup13310
comp13310_g1_i4	isogroup13310
comp13310_g1_i5	isogroup13310
comp13311_g1_i1	isogroup13311
comp13311_g1_i2	isogroup13311
comp13311_g1_i3	isogroup13311
comp13311_g1_i4	isogroup13311
comp13312_g1_i1	isogroup13312
comp13312_g1_i2	isogroup13312
comp13313_g1_i1	isogroup13313
comp13313_g2_i1	isogroup13313
comp13313_g2_i2	isogroup13313
comp13313_g2_i3	isogroup13313
comp13314_g1_i1	isogroup13314
comp13315_g1_i1	isogroup13315
comp13315_g1_i2	isogroup13315
comp13315_g1_i3	isogroup13315
comp13315_g1_i4	isogroup13315
comp13315_g1_i5	isogroup13315
comp13316_g1_i1	isogroup13316
comp13318_g1_i1	isogroup13318
comp13319_g1_i1	isogroup13319
comp13319_g1_i2	isogroup13319
comp13319_g1_i3	isogroup13319
comp13319_g2_i1	isogroup13319
comp13319_g1_i4	isogroup13319
comp13319_g1_i5	isogroup13319
comp13319_g1_i6	isogroup13319
comp13320_g1_i1	isogroup13320
comp13320_g1_i2	isogroup13320
comp13320_g1_i3	isogroup13320
comp13321_g1_i1	isogroup13321
comp13321_g1_i2	isogroup13321
comp13321_g1_i3	isogroup13321
comp13322_g1_i1	isogroup13322
comp13323_g1_i1	isogroup13323
comp13323_g1_i2	isogroup13323
comp13323_g1_i3	isogroup13323
comp13323_g1_i4	isogroup13323
comp13323_g1_i5	isogroup13323
comp13323_g1_i6	isogroup13323
comp13323_g1_i7	isogroup13323
comp13323_g1_i8	isogroup13323
comp13326_g1_i1	isogroup13326
comp13326_g1_i2	isogroup13326
comp13326_g1_i3	isogroup13326
comp13326_g1_i4	isogroup13326
comp13326_g1_i5	isogroup13326
comp13326_g1_i6	isogroup13326
comp13326_g1_i7	isogroup13326
comp13327_g1_i1	isogroup13327
comp13327_g1_i2	isogroup13327
comp13327_g1_i3	isogroup13327
comp13328_g1_i1	isogroup13328
comp13328_g2_i1	isogroup13328
comp13329_g1_i1	isogroup13329
comp13329_g1_i2	isogroup13329
comp13329_g2_i1	isogroup13329
comp13329_g1_i3	isogroup13329
comp13329_g2_i2	isogroup13329
comp13330_g1_i1	isogroup13330
comp13331_g1_i1	isogroup13331
comp13332_g1_i1	isogroup13332
comp13332_g1_i2	isogroup13332
comp13333_g1_i1	isogroup13333
comp13333_g2_i1	isogroup13333
comp13334_g1_i1	isogroup13334
comp13334_g2_i1	isogroup13334
comp13335_g1_i1	isogroup13335
comp13335_g2_i1	isogroup13335
comp13336_g1_i1	isogroup13336
comp13336_g1_i2	isogroup13336
comp13336_g1_i3	isogroup13336
comp13336_g1_i4	isogroup13336
comp13337_g1_i1	isogroup13337
comp13337_g1_i2	isogroup13337
comp13338_g1_i1	isogroup13338
comp13338_g1_i2	isogroup13338
comp13338_g2_i1	isogroup13338
comp13339_g1_i1	isogroup13339
comp13339_g1_i2	isogroup13339
comp13339_g1_i3	isogroup13339
comp13340_g1_i1	isogroup13340
comp13341_g1_i1	isogroup13341
comp13343_g1_i1	isogroup13343
comp13343_g2_i1	isogroup13343
comp13343_g3_i1	isogroup13343
comp13344_g1_i1	isogroup13344
comp13344_g1_i2	isogroup13344
comp13344_g1_i3	isogroup13344
comp13344_g1_i4	isogroup13344
comp13345_g1_i1	isogroup13345
comp13345_g1_i2	isogroup13345
comp13346_g1_i1	isogroup13346
comp13346_g1_i2	isogroup13346
comp13346_g1_i3	isogroup13346
comp13346_g2_i1	isogroup13346
comp13347_g1_i1	isogroup13347
comp13347_g1_i2	isogroup13347
comp13347_g1_i3	isogroup13347
comp13347_g1_i4	isogroup13347
comp13347_g1_i5	isogroup13347
comp13347_g1_i6	isogroup13347
comp13347_g1_i7	isogroup13347
comp13348_g1_i1	isogroup13348
comp13348_g1_i2	isogroup13348
comp13348_g1_i3	isogroup13348
comp13348_g1_i4	isogroup13348
comp13348_g1_i5	isogroup13348
comp13348_g1_i6	isogroup13348
comp13348_g1_i7	isogroup13348
comp13349_g1_i1	isogroup13349
comp13349_g1_i2	isogroup13349
comp13349_g1_i3	isogroup13349
comp13349_g1_i4	isogroup13349
comp13350_g1_i1	isogroup13350
comp13350_g1_i2	isogroup13350
comp13351_g1_i1	isogroup13351
comp13351_g1_i2	isogroup13351
comp13351_g1_i3	isogroup13351
comp13352_g1_i1	isogroup13352
comp13353_g1_i1	isogroup13353
comp13353_g2_i1	isogroup13353
comp13353_g2_i2	isogroup13353
comp13354_g1_i1	isogroup13354
comp13354_g1_i2	isogroup13354
comp13354_g1_i3	isogroup13354
comp13354_g1_i4	isogroup13354
comp13355_g1_i1	isogroup13355
comp13355_g2_i1	isogroup13355
comp13355_g2_i2	isogroup13355
comp13356_g1_i1	isogroup13356
comp13356_g1_i2	isogroup13356
comp13356_g1_i3	isogroup13356
comp13356_g1_i4	isogroup13356
comp13356_g1_i5	isogroup13356
comp13356_g1_i6	isogroup13356
comp13357_g1_i1	isogroup13357
comp13358_g1_i1	isogroup13358
comp13358_g1_i2	isogroup13358
comp13358_g1_i3	isogroup13358
comp13359_g1_i1	isogroup13359
comp13359_g2_i1	isogroup13359
comp13359_g3_i1	isogroup13359
comp13359_g1_i2	isogroup13359
comp13359_g4_i1	isogroup13359
comp13360_g1_i1	isogroup13360
comp13360_g1_i2	isogroup13360
comp13360_g2_i1	isogroup13360
comp13360_g2_i2	isogroup13360
comp13360_g2_i3	isogroup13360
comp13360_g3_i1	isogroup13360
comp13361_g1_i1	isogroup13361
comp13361_g2_i1	isogroup13361
comp13361_g2_i2	isogroup13361
comp13362_g1_i1	isogroup13362
comp13362_g2_i1	isogroup13362
comp13363_g1_i1	isogroup13363
comp13363_g1_i2	isogroup13363
comp13365_g1_i1	isogroup13365
comp13365_g2_i1	isogroup13365
comp13365_g1_i2	isogroup13365
comp13366_g1_i1	isogroup13366
comp13366_g1_i2	isogroup13366
comp13366_g1_i3	isogroup13366
comp13367_g1_i1	isogroup13367
comp13367_g2_i1	isogroup13367
comp13368_g1_i1	isogroup13368
comp13369_g1_i1	isogroup13369
comp13369_g1_i2	isogroup13369
comp13369_g1_i3	isogroup13369
comp13370_g1_i1	isogroup13370
comp13370_g1_i2	isogroup13370
comp13371_g1_i1	isogroup13371
comp13372_g1_i1	isogroup13372
comp13372_g1_i2	isogroup13372
comp13372_g1_i3	isogroup13372
comp13373_g1_i1	isogroup13373
comp13374_g1_i1	isogroup13374
comp13376_g1_i1	isogroup13376
comp13377_g1_i1	isogroup13377
comp13377_g1_i2	isogroup13377
comp13377_g1_i3	isogroup13377
comp13379_g1_i1	isogroup13379
comp13379_g1_i2	isogroup13379
comp13380_g1_i1	isogroup13380
comp13380_g1_i2	isogroup13380
comp13380_g1_i3	isogroup13380
comp13380_g1_i4	isogroup13380
comp13380_g1_i5	isogroup13380
comp13380_g2_i1	isogroup13380
comp13380_g1_i6	isogroup13380
comp13380_g2_i2	isogroup13380
comp13381_g1_i1	isogroup13381
comp13382_g1_i1	isogroup13382
comp13382_g2_i1	isogroup13382
comp13382_g3_i1	isogroup13382
comp13382_g4_i1	isogroup13382
comp13382_g5_i1	isogroup13382
comp13382_g6_i1	isogroup13382
comp13382_g7_i1	isogroup13382
comp13382_g8_i1	isogroup13382
comp13382_g2_i2	isogroup13382
comp13383_g1_i1	isogroup13383
comp13383_g2_i1	isogroup13383
comp13383_g1_i2	isogroup13383
comp13383_g3_i1	isogroup13383
comp13383_g3_i2	isogroup13383
comp13383_g4_i1	isogroup13383
comp13385_g1_i1	isogroup13385
comp13385_g1_i2	isogroup13385
comp13385_g1_i3	isogroup13385
comp13385_g1_i4	isogroup13385
comp13386_g1_i1	isogroup13386
comp13386_g1_i2	isogroup13386
comp13386_g2_i1	isogroup13386
comp13386_g1_i3	isogroup13386
comp13386_g3_i1	isogroup13386
comp13386_g1_i4	isogroup13386
comp13386_g4_i1	isogroup13386
comp13386_g4_i2	isogroup13386
comp13386_g4_i3	isogroup13386
comp13387_g1_i1	isogroup13387
comp13387_g1_i2	isogroup13387
comp13387_g1_i3	isogroup13387
comp13387_g1_i4	isogroup13387
comp13387_g1_i5	isogroup13387
comp13388_g1_i1	isogroup13388
comp13388_g1_i2	isogroup13388
comp13388_g1_i3	isogroup13388
comp13388_g1_i4	isogroup13388
comp13388_g1_i5	isogroup13388
comp13388_g1_i6	isogroup13388
comp13388_g1_i7	isogroup13388
comp13388_g1_i8	isogroup13388
comp13389_g1_i1	isogroup13389
comp13389_g1_i2	isogroup13389
comp13389_g2_i1	isogroup13389
comp13389_g3_i1	isogroup13389
comp13391_g1_i1	isogroup13391
comp13392_g1_i1	isogroup13392
comp13393_g1_i1	isogroup13393
comp13393_g1_i2	isogroup13393
comp13394_g1_i1	isogroup13394
comp13394_g1_i2	isogroup13394
comp13394_g1_i3	isogroup13394
comp13394_g1_i4	isogroup13394
comp13395_g1_i1	isogroup13395
comp13396_g1_i1	isogroup13396
comp13397_g1_i1	isogroup13397
comp13397_g1_i2	isogroup13397
comp13397_g1_i3	isogroup13397
comp13397_g1_i4	isogroup13397
comp13398_g1_i1	isogroup13398
comp13398_g1_i2	isogroup13398
comp13398_g1_i3	isogroup13398
comp13398_g1_i4	isogroup13398
comp13398_g1_i5	isogroup13398
comp13398_g1_i6	isogroup13398
comp13399_g1_i1	isogroup13399
comp13399_g1_i2	isogroup13399
comp13400_g1_i1	isogroup13400
comp13401_g1_i1	isogroup13401
comp13402_g1_i1	isogroup13402
comp13402_g1_i2	isogroup13402
comp13402_g2_i1	isogroup13402
comp13403_g1_i1	isogroup13403
comp13404_g1_i1	isogroup13404
comp13404_g1_i2	isogroup13404
comp13405_g1_i1	isogroup13405
comp13405_g1_i2	isogroup13405
comp13405_g1_i3	isogroup13405
comp13405_g1_i4	isogroup13405
comp13406_g1_i1	isogroup13406
comp13406_g1_i2	isogroup13406
comp13406_g1_i3	isogroup13406
comp13407_g1_i1	isogroup13407
comp13408_g1_i1	isogroup13408
comp13408_g1_i2	isogroup13408
comp13408_g1_i3	isogroup13408
comp13408_g1_i4	isogroup13408
comp13408_g1_i5	isogroup13408
comp13408_g1_i6	isogroup13408
comp13408_g1_i7	isogroup13408
comp13408_g1_i8	isogroup13408
comp13408_g1_i9	isogroup13408
comp13408_g1_i10	isogroup13408
comp13409_g1_i1	isogroup13409
comp13409_g1_i2	isogroup13409
comp13410_g1_i1	isogroup13410
comp13410_g2_i1	isogroup13410
comp13410_g1_i2	isogroup13410
comp13410_g3_i1	isogroup13410
comp13410_g3_i2	isogroup13410
comp13410_g2_i2	isogroup13410
comp13410_g3_i3	isogroup13410
comp13410_g3_i4	isogroup13410
comp13410_g3_i5	isogroup13410
comp13410_g3_i6	isogroup13410
comp13411_g1_i1	isogroup13411
comp13411_g1_i2	isogroup13411
comp13411_g1_i3	isogroup13411
comp13412_g1_i1	isogroup13412
comp13412_g1_i2	isogroup13412
comp13412_g1_i3	isogroup13412
comp13412_g1_i4	isogroup13412
comp13412_g1_i5	isogroup13412
comp13412_g1_i6	isogroup13412
comp13412_g1_i7	isogroup13412
comp13412_g1_i8	isogroup13412
comp13412_g1_i9	isogroup13412
comp13412_g1_i10	isogroup13412
comp13412_g1_i11	isogroup13412
comp13412_g1_i12	isogroup13412
comp13412_g1_i13	isogroup13412
comp13412_g1_i14	isogroup13412
comp13413_g1_i1	isogroup13413
comp13413_g2_i1	isogroup13413
comp13414_g1_i1	isogroup13414
comp13415_g1_i1	isogroup13415
comp13415_g1_i2	isogroup13415
comp13415_g2_i1	isogroup13415
comp13415_g3_i1	isogroup13415
comp13416_g1_i1	isogroup13416
comp13416_g1_i2	isogroup13416
comp13416_g1_i3	isogroup13416
comp13416_g1_i4	isogroup13416
comp13416_g1_i5	isogroup13416
comp13416_g1_i6	isogroup13416
comp13416_g1_i7	isogroup13416
comp13416_g1_i8	isogroup13416
comp13417_g1_i1	isogroup13417
comp13417_g2_i1	isogroup13417
comp13418_g1_i1	isogroup13418
comp13418_g2_i1	isogroup13418
comp13418_g3_i1	isogroup13418
comp13418_g3_i2	isogroup13418
comp13418_g3_i3	isogroup13418
comp13419_g1_i1	isogroup13419
comp13419_g1_i2	isogroup13419
comp13420_g1_i1	isogroup13420
comp13420_g1_i2	isogroup13420
comp13420_g1_i3	isogroup13420
comp13420_g1_i4	isogroup13420
comp13420_g1_i5	isogroup13420
comp13421_g1_i1	isogroup13421
comp13421_g1_i2	isogroup13421
comp13421_g1_i3	isogroup13421
comp13421_g1_i4	isogroup13421
comp13421_g1_i5	isogroup13421
comp13421_g1_i6	isogroup13421
comp13421_g1_i7	isogroup13421
comp13421_g1_i8	isogroup13421
comp13422_g1_i1	isogroup13422
comp13423_g1_i1	isogroup13423
comp13423_g1_i2	isogroup13423
comp13423_g1_i3	isogroup13423
comp13423_g1_i4	isogroup13423
comp13423_g1_i5	isogroup13423
comp13423_g1_i6	isogroup13423
comp13423_g1_i7	isogroup13423
comp13425_g1_i1	isogroup13425
comp13426_g1_i1	isogroup13426
comp13426_g1_i2	isogroup13426
comp13427_g1_i1	isogroup13427
comp13429_g1_i1	isogroup13429
comp13431_g1_i1	isogroup13431
comp13431_g2_i1	isogroup13431
comp13431_g3_i1	isogroup13431
comp13432_g1_i1	isogroup13432
comp13432_g1_i2	isogroup13432
comp13433_g1_i1	isogroup13433
comp13433_g2_i1	isogroup13433
comp13433_g2_i2	isogroup13433
comp13434_g1_i1	isogroup13434
comp13434_g1_i2	isogroup13434
comp13434_g1_i3	isogroup13434
comp13434_g1_i4	isogroup13434
comp13434_g1_i5	isogroup13434
comp13434_g1_i6	isogroup13434
comp13435_g1_i1	isogroup13435
comp13435_g1_i2	isogroup13435
comp13435_g1_i3	isogroup13435
comp13436_g1_i1	isogroup13436
comp13436_g1_i2	isogroup13436
comp13436_g1_i3	isogroup13436
comp13436_g1_i4	isogroup13436
comp13436_g1_i5	isogroup13436
comp13438_g1_i1	isogroup13438
comp13439_g1_i1	isogroup13439
comp13439_g1_i2	isogroup13439
comp13439_g1_i3	isogroup13439
comp13439_g1_i4	isogroup13439
comp13439_g1_i5	isogroup13439
comp13439_g1_i6	isogroup13439
comp13439_g1_i7	isogroup13439
comp13439_g1_i8	isogroup13439
comp13440_g1_i1	isogroup13440
comp13440_g1_i2	isogroup13440
comp13442_g1_i1	isogroup13442
comp13443_g1_i1	isogroup13443
comp13443_g1_i2	isogroup13443
comp13444_g1_i1	isogroup13444
comp13444_g2_i1	isogroup13444
comp13444_g2_i2	isogroup13444
comp13445_g1_i1	isogroup13445
comp13445_g2_i1	isogroup13445
comp13445_g1_i2	isogroup13445
comp13445_g2_i2	isogroup13445
comp13445_g3_i1	isogroup13445
comp13447_g1_i1	isogroup13447
comp13447_g1_i2	isogroup13447
comp13447_g1_i3	isogroup13447
comp13447_g1_i4	isogroup13447
comp13447_g1_i5	isogroup13447
comp13447_g1_i6	isogroup13447
comp13447_g1_i7	isogroup13447
comp13448_g1_i1	isogroup13448
comp13448_g2_i1	isogroup13448
comp13448_g2_i2	isogroup13448
comp13448_g1_i2	isogroup13448
comp13449_g1_i1	isogroup13449
comp13451_g1_i1	isogroup13451
comp13451_g2_i1	isogroup13451
comp13451_g3_i1	isogroup13451
comp13452_g1_i1	isogroup13452
comp13452_g1_i2	isogroup13452
comp13452_g1_i3	isogroup13452
comp13452_g1_i4	isogroup13452
comp13452_g1_i5	isogroup13452
comp13452_g1_i6	isogroup13452
comp13452_g1_i7	isogroup13452
comp13452_g1_i8	isogroup13452
comp13452_g1_i9	isogroup13452
comp13452_g1_i10	isogroup13452
comp13453_g1_i1	isogroup13453
comp13453_g2_i1	isogroup13453
comp13454_g1_i1	isogroup13454
comp13454_g1_i2	isogroup13454
comp13454_g1_i3	isogroup13454
comp13454_g1_i4	isogroup13454
comp13454_g1_i5	isogroup13454
comp13454_g1_i6	isogroup13454
comp13454_g1_i7	isogroup13454
comp13454_g1_i8	isogroup13454
comp13455_g1_i1	isogroup13455
comp13455_g1_i2	isogroup13455
comp13457_g1_i1	isogroup13457
comp13457_g1_i2	isogroup13457
comp13457_g1_i3	isogroup13457
comp13458_g1_i1	isogroup13458
comp13458_g1_i2	isogroup13458
comp13459_g1_i1	isogroup13459
comp13459_g1_i2	isogroup13459
comp13459_g1_i3	isogroup13459
comp13459_g1_i4	isogroup13459
comp13460_g1_i1	isogroup13460
comp13460_g1_i2	isogroup13460
comp13461_g1_i1	isogroup13461
comp13462_g1_i1	isogroup13462
comp13462_g2_i1	isogroup13462
comp13462_g2_i2	isogroup13462
comp13462_g3_i1	isogroup13462
comp13463_g1_i1	isogroup13463
comp13464_g1_i1	isogroup13464
comp13465_g1_i1	isogroup13465
comp13465_g1_i2	isogroup13465
comp13465_g1_i3	isogroup13465
comp13466_g1_i1	isogroup13466
comp13466_g1_i2	isogroup13466
comp13467_g1_i1	isogroup13467
comp13467_g1_i2	isogroup13467
comp13467_g1_i3	isogroup13467
comp13467_g1_i4	isogroup13467
comp13467_g1_i5	isogroup13467
comp13468_g1_i1	isogroup13468
comp13468_g2_i1	isogroup13468
comp13469_g1_i1	isogroup13469
comp13469_g2_i1	isogroup13469
comp13469_g3_i1	isogroup13469
comp13469_g3_i2	isogroup13469
comp13469_g2_i2	isogroup13469
comp13469_g2_i3	isogroup13469
comp13470_g1_i1	isogroup13470
comp13470_g1_i2	isogroup13470
comp13470_g1_i3	isogroup13470
comp13470_g1_i4	isogroup13470
comp13470_g1_i5	isogroup13470
comp13470_g1_i6	isogroup13470
comp13471_g1_i1	isogroup13471
comp13471_g1_i2	isogroup13471
comp13472_g1_i1	isogroup13472
comp13472_g2_i1	isogroup13472
comp13472_g2_i2	isogroup13472
comp13472_g2_i3	isogroup13472
comp13472_g2_i4	isogroup13472
comp13472_g2_i5	isogroup13472
comp13472_g2_i6	isogroup13472
comp13473_g1_i1	isogroup13473
comp13473_g2_i1	isogroup13473
comp13473_g1_i2	isogroup13473
comp13473_g3_i1	isogroup13473
comp13474_g1_i1	isogroup13474
comp13474_g1_i2	isogroup13474
comp13474_g1_i3	isogroup13474
comp13474_g1_i4	isogroup13474
comp13475_g1_i1	isogroup13475
comp13475_g1_i2	isogroup13475
comp13476_g1_i1	isogroup13476
comp13476_g1_i2	isogroup13476
comp13477_g1_i1	isogroup13477
comp13477_g1_i2	isogroup13477
comp13477_g1_i3	isogroup13477
comp13477_g1_i4	isogroup13477
comp13477_g1_i5	isogroup13477
comp13477_g1_i6	isogroup13477
comp13477_g1_i7	isogroup13477
comp13478_g1_i1	isogroup13478
comp13478_g1_i2	isogroup13478
comp13478_g1_i3	isogroup13478
comp13478_g1_i4	isogroup13478
comp13478_g1_i5	isogroup13478
